region	chr	midPos	Nsites
(311993,312492)(312000,312499)(312000,312500)	Mt	312250	501	0.030789
(312093,312592)(312100,312599)(312100,312600)	Mt	312350	501	0.029952
(312193,312692)(312200,312699)(312200,312700)	Mt	312450	501	0.030211
(312293,312792)(312300,312799)(312300,312800)	Mt	312550	501	0.031851
(312393,312892)(312400,312899)(312400,312900)	Mt	312650	501	0.028552
(312493,312992)(312500,312999)(312500,313000)	Mt	312750	501	0.028196
(312593,313092)(312600,313099)(312600,313100)	Mt	312850	501	0.028004
(312693,313192)(312700,313199)(312700,313200)	Mt	312950	501	0.027419
(312793,313292)(312800,313299)(312800,313300)	Mt	313050	501	0.026550
(312893,313392)(312900,313399)(312900,313400)	Mt	313150	501	0.029490
(312993,313492)(313000,313499)(313000,313500)	Mt	313250	501	0.030275
(313093,313592)(313100,313599)(313100,313600)	Mt	313350	501	0.031637
(313193,313692)(313200,313699)(313200,313700)	Mt	313450	501	0.030464
(313293,313792)(313300,313799)(313300,313800)	Mt	313550	501	0.030484
(313393,313892)(313400,313899)(313400,313900)	Mt	313650	501	0.030205
(313493,313992)(313500,313999)(313500,314000)	Mt	313750	501	0.031029
(313593,314092)(313600,314099)(313600,314100)	Mt	313850	501	0.030509
(313693,314192)(313700,314199)(313700,314200)	Mt	313950	501	0.030028
(313793,314292)(313800,314299)(313800,314300)	Mt	314050	501	0.024962
(313893,314392)(313900,314399)(313900,314400)	Mt	314150	501	0.021372
(313993,314492)(314000,314499)(314000,314500)	Mt	314250	501	0.020528
(314093,314592)(314100,314599)(314100,314600)	Mt	314350	501	0.021670
(314193,314692)(314200,314699)(314200,314700)	Mt	314450	501	0.023081
(314293,314792)(314300,314799)(314300,314800)	Mt	314550	501	0.025954
(314393,314892)(314400,314899)(314400,314900)	Mt	314650	501	0.027584
(314493,314992)(314500,314999)(314500,315000)	Mt	314750	501	0.030925
(314593,315092)(314600,315099)(314600,315100)	Mt	314850	501	0.028863
(314693,315192)(314700,315199)(314700,315200)	Mt	314950	501	0.027896
(314793,315292)(314800,315299)(314800,315300)	Mt	315050	501	0.026624
(314893,315392)(314900,315399)(314900,315400)	Mt	315150	501	0.025304
(314993,315492)(315000,315499)(315000,315500)	Mt	315250	501	0.020605
(315093,315592)(315100,315599)(315100,315600)	Mt	315350	501	0.022596
(315193,315692)(315200,315699)(315200,315700)	Mt	315450	501	0.026426
(315293,315792)(315300,315799)(315300,315800)	Mt	315550	501	0.029446
(315393,315892)(315400,315899)(315400,315900)	Mt	315650	501	0.031252
(315493,315992)(315500,315999)(315500,316000)	Mt	315750	501	0.031820
(315593,316092)(315600,316099)(315600,316100)	Mt	315850	501	0.030004
(315693,316192)(315700,316199)(315700,316200)	Mt	315950	501	0.024966
(315793,316292)(315800,316299)(315800,316300)	Mt	316050	501	0.023672
(315893,316392)(315900,316399)(315900,316400)	Mt	316150	501	0.023538
(315993,316492)(316000,316499)(316000,316500)	Mt	316250	501	0.023600
(316093,316592)(316100,316599)(316100,316600)	Mt	316350	501	0.025158
(316193,316692)(316200,316699)(316200,316700)	Mt	316450	501	0.026630
(316293,316792)(316300,316799)(316300,316800)	Mt	316550	501	0.027161
(316393,316892)(316400,316899)(316400,316900)	Mt	316650	501	0.025742
(316493,316992)(316500,316999)(316500,317000)	Mt	316750	501	0.024711
(316593,317092)(316600,317099)(316600,317100)	Mt	316850	501	0.025887
(316693,317192)(316700,317199)(316700,317200)	Mt	316950	501	0.026176
(316793,317292)(316800,317299)(316800,317300)	Mt	317050	501	0.026894
(316893,317392)(316900,317399)(316900,317400)	Mt	317150	501	0.028444
(316993,317492)(317000,317499)(317000,317500)	Mt	317250	501	0.032513
(317093,317592)(317100,317599)(317100,317600)	Mt	317350	501	0.030975
(317193,317692)(317200,317699)(317200,317700)	Mt	317450	501	0.029881
(317293,317792)(317300,317799)(317300,317800)	Mt	317550	501	0.028056
(317393,317892)(317400,317899)(317400,317900)	Mt	317650	501	0.027049
(317493,317992)(317500,317999)(317500,318000)	Mt	317750	501	0.023006
(317593,318092)(317600,318099)(317600,318100)	Mt	317850	501	0.025770
(317693,318192)(317700,318199)(317700,318200)	Mt	317950	501	0.026468
(317793,318292)(317800,318299)(317800,318300)	Mt	318050	501	0.027647
(317893,318392)(317900,318399)(317900,318400)	Mt	318150	501	0.027678
(317993,318492)(318000,318499)(318000,318500)	Mt	318250	501	0.029588
(318093,318592)(318100,318599)(318100,318600)	Mt	318350	501	0.029938
(318193,318692)(318200,318699)(318200,318700)	Mt	318450	501	0.031392
(318293,318792)(318300,318799)(318300,318800)	Mt	318550	501	0.031586
(318393,318892)(318400,318899)(318400,318900)	Mt	318650	501	0.032676
(318493,318992)(318500,318999)(318500,319000)	Mt	318750	501	0.032455
(318593,319092)(318600,319099)(318600,319100)	Mt	318850	501	0.029769
(318693,319192)(318700,319199)(318700,319200)	Mt	318950	501	0.030475
(318793,319292)(318800,319299)(318800,319300)	Mt	319050	501	0.030165
(318893,319392)(318900,319399)(318900,319400)	Mt	319150	501	0.034242
(318993,319492)(319000,319499)(319000,319500)	Mt	319250	501	0.032570
(319093,319592)(319100,319599)(319100,319600)	Mt	319350	501	0.034105
(319193,319692)(319200,319699)(319200,319700)	Mt	319450	501	0.031459
(319293,319792)(319300,319799)(319300,319800)	Mt	319550	501	0.032114
(319393,319892)(319400,319899)(319400,319900)	Mt	319650	501	0.026394
(319493,319992)(319500,319999)(319500,320000)	Mt	319750	501	0.027822
(319593,320092)(319600,320099)(319600,320100)	Mt	319850	501	0.023740
(319693,320192)(319700,320199)(319700,320200)	Mt	319950	501	0.024601
(319793,320292)(319800,320299)(319800,320300)	Mt	320050	501	0.022014
(319893,320392)(319900,320399)(319900,320400)	Mt	320150	501	0.023456
(319993,320492)(320000,320499)(320000,320500)	Mt	320250	501	0.024707
(320093,320592)(320100,320599)(320100,320600)	Mt	320350	501	0.024658
(320193,320692)(320200,320699)(320200,320700)	Mt	320450	501	0.024705
(320293,320792)(320300,320799)(320300,320800)	Mt	320550	501	0.028039
(320393,320892)(320400,320899)(320400,320900)	Mt	320650	501	0.027352
(320493,320992)(320500,320999)(320500,321000)	Mt	320750	501	0.026097
(320593,321092)(320600,321099)(320600,321100)	Mt	320850	501	0.026358
(320693,321192)(320700,321199)(320700,321200)	Mt	320950	501	0.025900
(320793,321292)(320800,321299)(320800,321300)	Mt	321050	501	0.021983
(320893,321392)(320900,321399)(320900,321400)	Mt	321150	501	0.020472
(320993,321492)(321000,321499)(321000,321500)	Mt	321250	501	0.019571
(321093,321592)(321100,321599)(321100,321600)	Mt	321350	501	0.020960
(321193,321692)(321200,321699)(321200,321700)	Mt	321450	501	0.022472
(321293,321792)(321300,321799)(321300,321800)	Mt	321550	501	0.024921
(321393,321892)(321400,321899)(321400,321900)	Mt	321650	501	0.024257
(321493,321992)(321500,321999)(321500,322000)	Mt	321750	501	0.026288
(321593,322092)(321600,322099)(321600,322100)	Mt	321850	501	0.025247
(321693,322192)(321700,322199)(321700,322200)	Mt	321950	501	0.023555
(321793,322292)(321800,322299)(321800,322300)	Mt	322050	501	0.022497
(321893,322392)(321900,322399)(321900,322400)	Mt	322150	501	0.022522
(321993,322492)(322000,322499)(322000,322500)	Mt	322250	501	0.021674
(322093,322592)(322100,322599)(322100,322600)	Mt	322350	501	0.020781
(322193,322692)(322200,322699)(322200,322700)	Mt	322450	501	0.019809
(322293,322792)(322300,322799)(322300,322800)	Mt	322550	501	0.020499
(322393,322892)(322400,322899)(322400,322900)	Mt	322650	501	0.022763
(322493,322992)(322500,322999)(322500,323000)	Mt	322750	501	0.021909
(322593,323092)(322600,323099)(322600,323100)	Mt	322850	501	0.024102
(322693,323192)(322700,323199)(322700,323200)	Mt	322950	501	0.029296
(322793,323292)(322800,323299)(322800,323300)	Mt	323050	501	0.029544
(322893,323392)(322900,323399)(322900,323400)	Mt	323150	501	0.028618
(322993,323492)(323000,323499)(323000,323500)	Mt	323250	501	0.028887
(323093,323592)(323100,323599)(323100,323600)	Mt	323350	501	0.030009
(323193,323692)(323200,323699)(323200,323700)	Mt	323450	501	0.030196
(323293,323792)(323300,323799)(323300,323800)	Mt	323550	501	0.030167
(323393,323892)(323400,323899)(323400,323900)	Mt	323650	501	0.030650
(323493,323992)(323500,323999)(323500,324000)	Mt	323750	501	0.031215
(323593,324092)(323600,324099)(323600,324100)	Mt	323850	501	0.030168
(323693,324192)(323700,324199)(323700,324200)	Mt	323950	501	0.027163
(323793,324292)(323800,324299)(323800,324300)	Mt	324050	501	0.025955
(323893,324392)(323900,324399)(323900,324400)	Mt	324150	501	0.025618
(323993,324492)(324000,324499)(324000,324500)	Mt	324250	501	0.024030
(324093,324592)(324100,324599)(324100,324600)	Mt	324350	501	0.026372
(324193,324692)(324200,324699)(324200,324700)	Mt	324450	501	0.028212
(324293,324792)(324300,324799)(324300,324800)	Mt	324550	501	0.030645
(324393,324892)(324400,324899)(324400,324900)	Mt	324650	501	0.030944
(324493,324992)(324500,324999)(324500,325000)	Mt	324750	501	0.034121
(324593,325092)(324600,325099)(324600,325100)	Mt	324850	501	0.030625
(324693,325192)(324700,325199)(324700,325200)	Mt	324950	501	0.028158
(324793,325292)(324800,325299)(324800,325300)	Mt	325050	501	0.027349
(324893,325392)(324900,325399)(324900,325400)	Mt	325150	501	0.028818
(324993,325492)(325000,325499)(325000,325500)	Mt	325250	501	0.027251
(325093,325592)(325100,325599)(325100,325600)	Mt	325350	501	0.029721
(325193,325692)(325200,325699)(325200,325700)	Mt	325450	501	0.029084
(325293,325792)(325300,325799)(325300,325800)	Mt	325550	501	0.029342
(325393,325892)(325400,325899)(325400,325900)	Mt	325650	501	0.031024
(325493,325992)(325500,325999)(325500,326000)	Mt	325750	501	0.032374
(325593,326092)(325600,326099)(325600,326100)	Mt	325850	501	0.031965
(325693,326192)(325700,326199)(325700,326200)	Mt	325950	501	0.036288
(325793,326292)(325800,326299)(325800,326300)	Mt	326050	501	0.033584
(325893,326392)(325900,326399)(325900,326400)	Mt	326150	501	0.030910
(325993,326492)(326000,326499)(326000,326500)	Mt	326250	501	0.027075
(326093,326592)(326100,326599)(326100,326600)	Mt	326350	501	0.027316
(326193,326692)(326200,326699)(326200,326700)	Mt	326450	501	0.024210
(326293,326792)(326300,326799)(326300,326800)	Mt	326550	501	0.026910
(326393,326892)(326400,326899)(326400,326900)	Mt	326650	501	0.024900
(326493,326992)(326500,326999)(326500,327000)	Mt	326750	501	0.027059
(326593,327092)(326600,327099)(326600,327100)	Mt	326850	501	0.025228
(326693,327192)(326700,327199)(326700,327200)	Mt	326950	501	0.024386
(326793,327292)(326800,327299)(326800,327300)	Mt	327050	501	0.025706
(326893,327392)(326900,327399)(326900,327400)	Mt	327150	501	0.028522
(326993,327492)(327000,327499)(327000,327500)	Mt	327250	501	0.029094
(327093,327592)(327100,327599)(327100,327600)	Mt	327350	501	0.030247
(327193,327692)(327200,327699)(327200,327700)	Mt	327450	501	0.031813
(327293,327792)(327300,327799)(327300,327800)	Mt	327550	501	0.032314
(327393,327892)(327400,327899)(327400,327900)	Mt	327650	501	0.031687
(327493,327992)(327500,327999)(327500,328000)	Mt	327750	501	0.032019
(327593,328092)(327600,328099)(327600,328100)	Mt	327850	501	0.029989
(327693,328192)(327700,328199)(327700,328200)	Mt	327950	501	0.028908
(327793,328292)(327800,328299)(327800,328300)	Mt	328050	501	0.027775
(327893,328392)(327900,328399)(327900,328400)	Mt	328150	501	0.028066
(327993,328492)(328000,328499)(328000,328500)	Mt	328250	501	0.026032
(328093,328592)(328100,328599)(328100,328600)	Mt	328350	501	0.025947
(328193,328692)(328200,328699)(328200,328700)	Mt	328450	501	0.023960
(328293,328792)(328300,328799)(328300,328800)	Mt	328550	501	0.021705
(328393,328892)(328400,328899)(328400,328900)	Mt	328650	501	0.018875
(328493,328992)(328500,328999)(328500,329000)	Mt	328750	501	0.021719
(328593,329092)(328600,329099)(328600,329100)	Mt	328850	501	0.025855
(328693,329192)(328700,329199)(328700,329200)	Mt	328950	501	0.027858
(328793,329292)(328800,329299)(328800,329300)	Mt	329050	501	0.027337
(328893,329392)(328900,329399)(328900,329400)	Mt	329150	501	0.029326
(328993,329492)(329000,329499)(329000,329500)	Mt	329250	501	0.029248
(329093,329592)(329100,329599)(329100,329600)	Mt	329350	501	0.027274
(329193,329692)(329200,329699)(329200,329700)	Mt	329450	501	0.027294
(329293,329792)(329300,329799)(329300,329800)	Mt	329550	501	0.030211
(329393,329892)(329400,329899)(329400,329900)	Mt	329650	501	0.031536
(329493,329992)(329500,329999)(329500,330000)	Mt	329750	501	0.029934
(329593,330092)(329600,330099)(329600,330100)	Mt	329850	501	0.030143
(329693,330192)(329700,330199)(329700,330200)	Mt	329950	501	0.029099
(329793,330292)(329800,330299)(329800,330300)	Mt	330050	501	0.031080
(329893,330392)(329900,330399)(329900,330400)	Mt	330150	501	0.030589
(329993,330492)(330000,330499)(330000,330500)	Mt	330250	501	0.031517
(330093,330592)(330100,330599)(330100,330600)	Mt	330350	501	0.033977
(330193,330692)(330200,330699)(330200,330700)	Mt	330450	501	0.036362
(330293,330792)(330300,330799)(330300,330800)	Mt	330550	501	0.031057
(330393,330892)(330400,330899)(330400,330900)	Mt	330650	501	0.029771
(330493,330992)(330500,330999)(330500,331000)	Mt	330750	501	0.031209
(330593,331092)(330600,331099)(330600,331100)	Mt	330850	501	0.027386
(330693,331192)(330700,331199)(330700,331200)	Mt	330950	501	0.025282
(330793,331292)(330800,331299)(330800,331300)	Mt	331050	501	0.022588
(330893,331392)(330900,331399)(330900,331400)	Mt	331150	501	0.023294
(330993,331492)(331000,331499)(331000,331500)	Mt	331250	501	0.019682
(331093,331592)(331100,331599)(331100,331600)	Mt	331350	501	0.020422
(331193,331692)(331200,331699)(331200,331700)	Mt	331450	501	0.020251
(331293,331792)(331300,331799)(331300,331800)	Mt	331550	501	0.022826
(331393,331892)(331400,331899)(331400,331900)	Mt	331650	501	0.022679
(331493,331992)(331500,331999)(331500,332000)	Mt	331750	501	0.025568
(331593,332092)(331600,332099)(331600,332100)	Mt	331850	501	0.023334
(331693,332192)(331700,332199)(331700,332200)	Mt	331950	501	0.025720
(331793,332292)(331800,332299)(331800,332300)	Mt	332050	501	0.029293
(331893,332392)(331900,332399)(331900,332400)	Mt	332150	501	0.028140
(331993,332492)(332000,332499)(332000,332500)	Mt	332250	501	0.025391
(332093,332592)(332100,332599)(332100,332600)	Mt	332350	501	0.025177
(332193,332692)(332200,332699)(332200,332700)	Mt	332450	501	0.021913
(332293,332792)(332300,332799)(332300,332800)	Mt	332550	501	0.017973
(332393,332892)(332400,332899)(332400,332900)	Mt	332650	501	0.020630
(332493,332992)(332500,332999)(332500,333000)	Mt	332750	501	0.023678
(332593,333092)(332600,333099)(332600,333100)	Mt	332850	501	0.025129
(332693,333192)(332700,333199)(332700,333200)	Mt	332950	501	0.027148
(332793,333292)(332800,333299)(332800,333300)	Mt	333050	501	0.029869
(332893,333392)(332900,333399)(332900,333400)	Mt	333150	501	0.028311
(332993,333492)(333000,333499)(333000,333500)	Mt	333250	501	0.027121
(333093,333592)(333100,333599)(333100,333600)	Mt	333350	501	0.026450
(333193,333692)(333200,333699)(333200,333700)	Mt	333450	501	0.025468
(333293,333792)(333300,333799)(333300,333800)	Mt	333550	501	0.024454
(333393,333892)(333400,333899)(333400,333900)	Mt	333650	501	0.023730
(333493,333992)(333500,333999)(333500,334000)	Mt	333750	501	0.021191
(333593,334092)(333600,334099)(333600,334100)	Mt	333850	501	0.021510
(333693,334192)(333700,334199)(333700,334200)	Mt	333950	501	0.022883
(333793,334292)(333800,334299)(333800,334300)	Mt	334050	501	0.020647
(333893,334392)(333900,334399)(333900,334400)	Mt	334150	501	0.020442
(333993,334492)(334000,334499)(334000,334500)	Mt	334250	501	0.021359
(334093,334592)(334100,334599)(334100,334600)	Mt	334350	501	0.022048
(334193,334692)(334200,334699)(334200,334700)	Mt	334450	501	0.022024
(334293,334792)(334300,334799)(334300,334800)	Mt	334550	501	0.023977
(334393,334892)(334400,334899)(334400,334900)	Mt	334650	501	0.023783
(334493,334992)(334500,334999)(334500,335000)	Mt	334750	501	0.024263
(334593,335092)(334600,335099)(334600,335100)	Mt	334850	501	0.023422
(334693,335192)(334700,335199)(334700,335200)	Mt	334950	501	0.024595
(334793,335292)(334800,335299)(334800,335300)	Mt	335050	501	0.025349
(334893,335392)(334900,335399)(334900,335400)	Mt	335150	501	0.026297
(334993,335492)(335000,335499)(335000,335500)	Mt	335250	501	0.028148
(335093,335592)(335100,335599)(335100,335600)	Mt	335350	501	0.030402
(335193,335692)(335200,335699)(335200,335700)	Mt	335450	501	0.027970
(335293,335792)(335300,335799)(335300,335800)	Mt	335550	501	0.028582
(335393,335892)(335400,335899)(335400,335900)	Mt	335650	501	0.027232
(335493,335992)(335500,335999)(335500,336000)	Mt	335750	501	0.027254
(335593,336092)(335600,336099)(335600,336100)	Mt	335850	501	0.026175
(335693,336192)(335700,336199)(335700,336200)	Mt	335950	501	0.026705
(335793,336292)(335800,336299)(335800,336300)	Mt	336050	501	0.026571
(335893,336392)(335900,336399)(335900,336400)	Mt	336150	501	0.026814
(335993,336492)(336000,336499)(336000,336500)	Mt	336250	501	0.025414
(336093,336592)(336100,336599)(336100,336600)	Mt	336350	501	0.025919
(336193,336692)(336200,336699)(336200,336700)	Mt	336450	501	0.024709
(336293,336792)(336300,336799)(336300,336800)	Mt	336550	501	0.024510
(336393,336892)(336400,336899)(336400,336900)	Mt	336650	501	0.026252
(336493,336992)(336500,336999)(336500,337000)	Mt	336750	501	0.027069
(336593,337092)(336600,337099)(336600,337100)	Mt	336850	501	0.025517
(336693,337192)(336700,337199)(336700,337200)	Mt	336950	501	0.026782
(336793,337292)(336800,337299)(336800,337300)	Mt	337050	501	0.024762
(336893,337392)(336900,337399)(336900,337400)	Mt	337150	501	0.025841
(336993,337492)(337000,337499)(337000,337500)	Mt	337250	501	0.026059
(337093,337592)(337100,337599)(337100,337600)	Mt	337350	501	0.027902
(337193,337692)(337200,337699)(337200,337700)	Mt	337450	501	0.029893
(337293,337792)(337300,337799)(337300,337800)	Mt	337550	501	0.031984
(337393,337892)(337400,337899)(337400,337900)	Mt	337650	501	0.029431
(337493,337992)(337500,337999)(337500,338000)	Mt	337750	501	0.028951
(337593,338092)(337600,338099)(337600,338100)	Mt	337850	501	0.028499
(337693,338192)(337700,338199)(337700,338200)	Mt	337950	501	0.025006
(337793,338292)(337800,338299)(337800,338300)	Mt	338050	501	0.024448
(337893,338392)(337900,338399)(337900,338400)	Mt	338150	501	0.023526
(337993,338492)(338000,338499)(338000,338500)	Mt	338250	501	0.022131
(338093,338592)(338100,338599)(338100,338600)	Mt	338350	501	0.021320
(338193,338692)(338200,338699)(338200,338700)	Mt	338450	501	0.022874
(338293,338792)(338300,338799)(338300,338800)	Mt	338550	501	0.022859
(338393,338892)(338400,338899)(338400,338900)	Mt	338650	501	0.024781
(338493,338992)(338500,338999)(338500,339000)	Mt	338750	501	0.028991
(338593,339092)(338600,339099)(338600,339100)	Mt	338850	501	0.030245
(338693,339192)(338700,339199)(338700,339200)	Mt	338950	501	0.028149
(338793,339292)(338800,339299)(338800,339300)	Mt	339050	501	0.028530
(338893,339392)(338900,339399)(338900,339400)	Mt	339150	501	0.028804
(338993,339492)(339000,339499)(339000,339500)	Mt	339250	501	0.026047
(339093,339592)(339100,339599)(339100,339600)	Mt	339350	501	0.026375
(339193,339692)(339200,339699)(339200,339700)	Mt	339450	501	0.027417
(339293,339792)(339300,339799)(339300,339800)	Mt	339550	501	0.028172
(339393,339892)(339400,339899)(339400,339900)	Mt	339650	501	0.029173
(339493,339992)(339500,339999)(339500,340000)	Mt	339750	501	0.029376
(339593,340092)(339600,340099)(339600,340100)	Mt	339850	501	0.027838
(339693,340192)(339700,340199)(339700,340200)	Mt	339950	501	0.032097
(339793,340292)(339800,340299)(339800,340300)	Mt	340050	501	0.031585
(339893,340392)(339900,340399)(339900,340400)	Mt	340150	501	0.027265
(339993,340492)(340000,340499)(340000,340500)	Mt	340250	501	0.033264
(340093,340592)(340100,340599)(340100,340600)	Mt	340350	501	0.033228
(340193,340692)(340200,340699)(340200,340700)	Mt	340450	501	0.028062
(340293,340792)(340300,340799)(340300,340800)	Mt	340550	501	0.027972
(340393,340892)(340400,340899)(340400,340900)	Mt	340650	501	0.031688
(340493,340992)(340500,340999)(340500,341000)	Mt	340750	501	0.024462
(340593,341092)(340600,341099)(340600,341100)	Mt	340850	501	0.024560
(340693,341192)(340700,341199)(340700,341200)	Mt	340950	501	0.025093
(340793,341292)(340800,341299)(340800,341300)	Mt	341050	501	0.025943
(340893,341392)(340900,341399)(340900,341400)	Mt	341150	501	0.023568
(340993,341492)(341000,341499)(341000,341500)	Mt	341250	501	0.025402
(341093,341592)(341100,341599)(341100,341600)	Mt	341350	501	0.025912
(341193,341692)(341200,341699)(341200,341700)	Mt	341450	501	0.027380
(341293,341792)(341300,341799)(341300,341800)	Mt	341550	501	0.025057
(341393,341892)(341400,341899)(341400,341900)	Mt	341650	501	0.025435
(341493,341992)(341500,341999)(341500,342000)	Mt	341750	501	0.024421
(341593,342092)(341600,342099)(341600,342100)	Mt	341850	501	0.023989
(341693,342192)(341700,342199)(341700,342200)	Mt	341950	501	0.022252
(341793,342292)(341800,342299)(341800,342300)	Mt	342050	501	0.021502
(341893,342392)(341900,342399)(341900,342400)	Mt	342150	501	0.025034
(341993,342492)(342000,342499)(342000,342500)	Mt	342250	501	0.025636
(342093,342592)(342100,342599)(342100,342600)	Mt	342350	501	0.025784
(342193,342692)(342200,342699)(342200,342700)	Mt	342450	501	0.029543
(342293,342792)(342300,342799)(342300,342800)	Mt	342550	501	0.032023
(342393,342892)(342400,342899)(342400,342900)	Mt	342650	501	0.028319
(342493,342992)(342500,342999)(342500,343000)	Mt	342750	501	0.029041
(342593,343092)(342600,343099)(342600,343100)	Mt	342850	501	0.030250
(342693,343192)(342700,343199)(342700,343200)	Mt	342950	501	0.026220
(342793,343292)(342800,343299)(342800,343300)	Mt	343050	501	0.027005
(342893,343392)(342900,343399)(342900,343400)	Mt	343150	501	0.031221
(342993,343492)(343000,343499)(343000,343500)	Mt	343250	501	0.031097
(343093,343592)(343100,343599)(343100,343600)	Mt	343350	501	0.029014
(343193,343692)(343200,343699)(343200,343700)	Mt	343450	501	0.030965
(343293,343792)(343300,343799)(343300,343800)	Mt	343550	501	0.029018
(343393,343892)(343400,343899)(343400,343900)	Mt	343650	501	0.025024
(343493,343992)(343500,343999)(343500,344000)	Mt	343750	501	0.023672
(343593,344092)(343600,344099)(343600,344100)	Mt	343850	501	0.022276
(343693,344192)(343700,344199)(343700,344200)	Mt	343950	501	0.022264
(343793,344292)(343800,344299)(343800,344300)	Mt	344050	501	0.021847
(343893,344392)(343900,344399)(343900,344400)	Mt	344150	501	0.022354
(343993,344492)(344000,344499)(344000,344500)	Mt	344250	501	0.023028
(344093,344592)(344100,344599)(344100,344600)	Mt	344350	501	0.025364
(344193,344692)(344200,344699)(344200,344700)	Mt	344450	501	0.026138
(344293,344792)(344300,344799)(344300,344800)	Mt	344550	501	0.027337
(344393,344892)(344400,344899)(344400,344900)	Mt	344650	501	0.029867
(344493,344992)(344500,344999)(344500,345000)	Mt	344750	501	0.032087
(344593,345092)(344600,345099)(344600,345100)	Mt	344850	501	0.032160
(344693,345192)(344700,345199)(344700,345200)	Mt	344950	501	0.032800
(344793,345292)(344800,345299)(344800,345300)	Mt	345050	501	0.033707
(344893,345392)(344900,345399)(344900,345400)	Mt	345150	501	0.032359
(344993,345492)(345000,345499)(345000,345500)	Mt	345250	501	0.030269
(345093,345592)(345100,345599)(345100,345600)	Mt	345350	501	0.030880
(345193,345692)(345200,345699)(345200,345700)	Mt	345450	501	0.029018
(345293,345792)(345300,345799)(345300,345800)	Mt	345550	501	0.028314
(345393,345892)(345400,345899)(345400,345900)	Mt	345650	501	0.029189
(345493,345992)(345500,345999)(345500,346000)	Mt	345750	501	0.030305
(345593,346092)(345600,346099)(345600,346100)	Mt	345850	501	0.027969
(345693,346192)(345700,346199)(345700,346200)	Mt	345950	501	0.027816
(345793,346292)(345800,346299)(345800,346300)	Mt	346050	501	0.027498
(345893,346392)(345900,346399)(345900,346400)	Mt	346150	501	0.024315
(345993,346492)(346000,346499)(346000,346500)	Mt	346250	501	0.021121
(346093,346592)(346100,346599)(346100,346600)	Mt	346350	501	0.021916
(346193,346692)(346200,346699)(346200,346700)	Mt	346450	501	0.022084
(346293,346792)(346300,346799)(346300,346800)	Mt	346550	501	0.022129
(346393,346892)(346400,346899)(346400,346900)	Mt	346650	501	0.025171
(346493,346992)(346500,346999)(346500,347000)	Mt	346750	501	0.026690
(346593,347092)(346600,347099)(346600,347100)	Mt	346850	501	0.027057
(346693,347192)(346700,347199)(346700,347200)	Mt	346950	501	0.026280
(346793,347292)(346800,347299)(346800,347300)	Mt	347050	501	0.026521
(346893,347392)(346900,347399)(346900,347400)	Mt	347150	501	0.027402
(346993,347492)(347000,347499)(347000,347500)	Mt	347250	501	0.026564
(347093,347592)(347100,347599)(347100,347600)	Mt	347350	501	0.029643
(347193,347692)(347200,347699)(347200,347700)	Mt	347450	501	0.031889
(347293,347792)(347300,347799)(347300,347800)	Mt	347550	501	0.030730
(347393,347892)(347400,347899)(347400,347900)	Mt	347650	501	0.028696
(347493,347992)(347500,347999)(347500,348000)	Mt	347750	501	0.028985
(347593,348092)(347600,348099)(347600,348100)	Mt	347850	501	0.026437
(347693,348192)(347700,348199)(347700,348200)	Mt	347950	501	0.026357
(347793,348292)(347800,348299)(347800,348300)	Mt	348050	501	0.023072
(347893,348392)(347900,348399)(347900,348400)	Mt	348150	501	0.021018
(347993,348492)(348000,348499)(348000,348500)	Mt	348250	501	0.022393
(348093,348592)(348100,348599)(348100,348600)	Mt	348350	501	0.023010
(348193,348692)(348200,348699)(348200,348700)	Mt	348450	501	0.019816
(348293,348792)(348300,348799)(348300,348800)	Mt	348550	501	0.028069
(348393,348892)(348400,348899)(348400,348900)	Mt	348650	501	0.030907
(348493,348992)(348500,348999)(348500,349000)	Mt	348750	501	0.030317
(348593,349092)(348600,349099)(348600,349100)	Mt	348850	501	0.033704
(348693,349192)(348700,349199)(348700,349200)	Mt	348950	501	0.035937
(348793,349292)(348800,349299)(348800,349300)	Mt	349050	501	0.032134
(348893,349392)(348900,349399)(348900,349400)	Mt	349150	501	0.033983
(348993,349492)(349000,349499)(349000,349500)	Mt	349250	501	0.035415
(349093,349592)(349100,349599)(349100,349600)	Mt	349350	501	0.027725
(349193,349692)(349200,349699)(349200,349700)	Mt	349450	501	0.025761
(349293,349792)(349300,349799)(349300,349800)	Mt	349550	501	0.026258
(349393,349892)(349400,349899)(349400,349900)	Mt	349650	501	0.023259
(349493,349992)(349500,349999)(349500,350000)	Mt	349750	501	0.023096
(349593,350092)(349600,350099)(349600,350100)	Mt	349850	501	0.026294
(349693,350192)(349700,350199)(349700,350200)	Mt	349950	501	0.029033
(349793,350292)(349800,350299)(349800,350300)	Mt	350050	501	0.029543
(349893,350392)(349900,350399)(349900,350400)	Mt	350150	501	0.032423
(349993,350492)(350000,350499)(350000,350500)	Mt	350250	501	0.031601
(350093,350592)(350100,350599)(350100,350600)	Mt	350350	501	0.033060
(350193,350692)(350200,350699)(350200,350700)	Mt	350450	501	0.031704
(350293,350792)(350300,350799)(350300,350800)	Mt	350550	501	0.027456
(350393,350892)(350400,350899)(350400,350900)	Mt	350650	501	0.023383
(350493,350992)(350500,350999)(350500,351000)	Mt	350750	501	0.022130
(350593,351092)(350600,351099)(350600,351100)	Mt	350850	501	0.023664
(350693,351192)(350700,351199)(350700,351200)	Mt	350950	501	0.024436
